schemeCode,schemeName,isinGrowth,isinDivReinvestment
152135,helios flexi cap fund - direct plan - growth option,INF0R8701046,
152158,aditya birla sun life transportation and logistics fund-direct growth,INF209KB15X7,
152162,bajaj finserv banking and psu fund-direct plan- growth,INF0QA701607,
152169,kotak consumption fund - direct plan - growth option,INF174KA1PP8,
152188,samco dynamic asset allocation fund - direct plan - growth option,INF0K1H01131,
152189,quant momentum fund - growth option - direct plan,INF966L01CZ3,
152194,bajaj finserv balanced advantage fund-direct plan-growth,INF0QA701656,
152202,axis india manufacturing fund - direct plan - growth,INF846K016S3,
152206,dsp banking & financial services fund - direct - growth,INF740KA1TQ3,
152214,kotak healthcare fund - direct plan - growth option,INF174KA1PZ7,
152219,union children's fund - direct plan - growth option,INF582M01JK3,
152226,whiteoak capital large & mid cap fund direct plan growth,INF03VN01845,
152227,axis fixed term plan - series 118 (100 days) - direct plan - growth,,
152237,motilal oswal small cap fund - direct - growth,INF247L01BY3,
152254,groww banking & financial services fund - direct plan - growth,INF666M01HS1,
152255,quant commodities fund - growth option - direct plan,INF966L01DF3,
152310,dsp multicap fund - direct - growth,INF740KA1UC1,
152314,sundaram multi asset allocation fund direct plan growth,INF903JA1LK9,
152321,whiteoak capital banking & financial services fund - direct growth,INF03VN01860,
152324,bandhan multi asset allocation fund - direct plan - growth,INF194KB1HM7,
152336,quant consumption fund - growth option - direct plan,INF966L01DN7,
152344,mirae asset multi asset allocation fund - direct plan - growth,INF769K01KZ6,
152349,whiteoak capital pharma and heathcare fund direct plan growth,INF03VN01886,
152354,motilal oswal large cap direct plan growth,INF247L01CE3,
152358,old bridge focused fund - direct growth,INF0S5R01042,
152375,axis fixed term plan - series 120 (91 days) - direct plan - growth,,
152380,hsbc multi asset allocation fund - direct - growth,INF336L01RI3,
152382,pgim india large and midcap fund - direct plan - growth option,INF663L01Y12,
152396,bank of india multi asset allocation fund-direct plan-growth,INF761K01FZ3,
152408,bajaj finserv large and mid cap fund- direct plan- growth,INF0QA701763,
152409,union business cycle fund - direct plan - growth option,INF582M01JQ0,
152415,quant psu fund - growth option - direct plan,INF966L01DT4,
152417,sbi energy opportunities fund - direct plan - growth,INF200KB1126,
152437,edelweiss technology fund - direct plan - growth,INF754K01SK3,
152443,mahindra manulife multi asset allocation fund- direct plan - growth,INF174V01BW2,
152450,canara robeco manufacturing fund - direct plan - growth option,INF760K01KZ5,
152462,kotak technology fund - direct plan - growth option,INF174KA1QZ5,
152468,parag parikh dynamic asset allocation fund - direct plan growth,INF879O01266,
152470,baroda bnp paribas innovation fund direct plan - growth option,INF251K01TE1,
152474,quantum multi asset allocation fund - direct plan growth option,INF082J01457,
152491,kotak long duration fund - direct plan - growth,INF174KA1RF5,
152509,helios balanced advantage fund- direct plan- growth option,INF0R8701145,
152520,bandhan long duration fund - direct plan - growth,INF194KB1HY2,
152537,pgim india retirement fund - direct plan - growth option,INF663L01Y61,
152584,trustmf flexi cap fund-direct plan- growth,INF0GCD01743,
152586,samco special opportunities fund - direct plan - growth,INF0K1H01180,
152600,hdfc manufacturing fund - growth option - direct plan,INF179KC1II1,
152607,bandhan innovation fund - direct plan - growth,INF194KB1IE2,
152614,jm small cap fund (direct) - growth option,INF192K01NH3,
152628,baroda bnp paribas retirement fund - direct plan - growth option,INF251K01TJ0,
152639,bajaj finserv multi asset allocation fund - direct growth,INF0QA701821,
152644,whiteoak capital special opportunities fund - direct growth,INF03VN01902,
152651,motilal oswal multi cap fund-direct plan growth,INF247L01CL8,
152657,sbi automotive opportunities fund - direct plan - growth,INF200KB1183,
152672,mahindra manulife manufacturing fund - direct plan - growth,INF174V01CC2,
152677,sundaram business cycle fund direct plan growth,INF903JA1LQ6,
152679,helios financial services fund - direct plan - growth option,INF0R8701202,
152684,aditya birla sun life quant fund - direct growth,INF209KC1118,
152688,canara robeco balanced advantage fund - direct plan - growth option,INF760K01LD0,
152694,motilal oswal quant fund - direct - growth,INF247L01CS3,
152697,baroda bnp paribas manufacturing fund - direct plan - growth option,INF251K01TP7,
152702,kotak special opportunities fund - direct plan - growth option,INF174KA1SF3,
152710,edelweiss business cycle fund - direct plan - growth,INF754K01TA2,
152728,icici prudential energy opportunities fund - direct plan - growth,INF109KC12W6,
152739,franklin india multi cap fund - direct - growth,INF090I01XA7,
152756,invesco india manufacturing fund - direct plan - growth,INF205KA1908,
152760,motilal oswal manufacturing fund - direct plan- growth,INF247L01DA9,
152776,sbi innovative opportunities fund - direct plan - growth,INF200KB1324,
152783,bajaj finserv large cap fund - direct plan - growth,INF0QA701896,
152787,union multi asset allocation fund- direct plan - growth option,INF582M01JY4,
152789,bank of india business cycle fund - direct plan - growth,INF761K01GF3,
152796,motilal oswal business cycle fund - direct plan- growth,INF247L01DG6,
152805,axis consumption fund direct plan - growth,INF846K013X0,
152815,pgim india multi cap fund - direct plan - growth option,INF663L01Z03,
152821,iti large & midcap fund - direct plan - growth,INF00XX01DA4,
152829,hsbc india export opportunities fund - direct growth,INF336L01RO1,
152847,samco multi cap fund - direct plan - growth,INF0K1H01198,
152849,whiteoak capital arbitrage fund direct plan growth,INF03VN01910,
152851,franklin india medium to long duration fund - direct growth,INF090I01XG4,
152863,invesco india technology fund - direct plan - growth,INF205KA1965,
152869,kotak crisil -ibx aaa financial services index sep-2027 fund-direct plan-growth option,INF174KA1TF1,
152878,bandhan business cycle fund - direct plan - growth,INF194KB1IQ6,
152898,baroda bnp paribas credit risk fund -direct - growth option -seg. portfolio 2 (erstwhile bbnpp medium duration fund direct-growth option seg. portfolio 1),INF955L01JF3,
152910,kotak mnc fund-direct plan-growth,INF174KA1TG9,
152915,whiteoak capital digital bharat fund direct plan growth,INF03VN01936,
152920,lic mf manufacturing fund-direct plan-growth,INF767K01RR2,
152939,trustmf small cap fund -direct plan-growth,INF0GCD01800,
152941,helios large & mid cap fund - direct plan - growth option,INF0R8701269,
152947,aditya birla sun life crisil-ibx aaa nbfc-hfc index-sep 2026 fund-direct growth,INF209KC1217,
152958,aditya birla sun life crisil-ibx aaa nbfc-hfc index-dec 2025 fund-direct growth,INF209KC1258,
152962,whiteoak capital esg best-in-class strategy fund direct plan growth,INF03VN01951,
152964,motilal oswal digital india fund - direct plan - growth,INF247L01DN2,
153030,aditya birla sun life crisil-ibx aaa financial services index-sep 2027 fund-direct growth,INF209KC1290,
153034,groww multicap fund - direct - growth,INF666M01JD9,
153039,pgim india healthcare fund - direct plan - growth option,INF663L01Z45,
153043,franklin india arbitrage fund - direct - growth,INF090I01XS9,
153047,invesco india multi asset allocation fund - direct plan - growth,INF205KA1AC1,
153055,tata india innovation fund- direct growth,INF277KA1CU2,
153070,icici prudential equity minimum variance fund - direct plan - growth,INF109KC10Y6,
153075,bajaj finserv consumption fund - direct - growth,INF0QA701946,
153076,shriram multi sector rotation fund - direct plan growth option,INF680P01455,
153083,axis momentum fund - direct plan - growth option,INF846K011Z9,
153090,samco arbitrage fund - direct plan - growth,INF0K1H01214,
153092,samco multi asset allocation fund - direct plan - growth,INF0K1H01230,
153094,quantum ethical fund - direct plan growth option,INF082J01473,
153102,franklin india long duration fund - direct - growth,INF090I01XY7,
153105,mirae asset long duration fund - direct plan - growth,INF769K01NC9,
153109,union active momentum fund - direct plan - growth option,INF582M01KG9,
153118,kotak transportation & logistics fund-direct growth,INF174KA1TS4,
153121,dsp business cycle fund - direct - growth,INF740KA1UX7,
153124,aditya birla sun life conglomerate fund-direct growth,INF209KC1373,
153139,bank of india consumption fund - direct - growth,INF761K01GI7,
153154,sbi quant fund- direct plan- growth,INF200KB1506,
153157,bajaj finserv healthcare fund - direct - growth,INF0QA701AB9,
153171,baroda bnp paribas children's fund - direct plan - growth option,INF251K01UE9,
153184,icici prudential rural opportunities fund - direct plan - growth,INF109KC12Z9,
153187,motilal oswal arbitrage fund-direct plan-growth,INF247L01ED1,
153189,whiteoak capital quality equity fund direct plan growth,INF03VN01977,
153196,mirae asset small cap fund - direct plan - growth,INF769K01NJ4,
153201,bajaj finserv elss tax saver fund - direct - growth,INF0QA701AK0,
153204,uti quant fund - direct plan - growth option,INF789F1AA98,
153206,bajaj finserv gilt fund - direct - growth,INF0QA701AP9,
153214,edelweiss consumption fund - direct - growth,INF754K01TY2,
153225,baroda bnp paribas energy opportunities fund - direct plan - growth option,INF251K01UJ8,
153236,icici prudential crisil-ibx aaa bond financial services index -dec 2026 fund- direct plan - growth,INF109KC15Z2,
153239,samco large cap fund - direct plan - growth option,INF0K1H01255,
153242,union short duration fund - direct plan - growth option,INF582M01KO3,
153246,lic mf multi asset allocation fund-direct plan-growth,INF767K01RZ5,
153258,motilal oswal innovation opportunities fund - direct plan- growth,INF247L01EJ8,
153260,iti bharat consumption fund - direct plan - growth,INF00XX01DG1,
153266,hsbc financial services fund - direct growth,INF336L01RU8,
153274,nippon india active momentum fund-direct plan - growth option,INF204KC1EK5,
153291,invesco india business cycle fund - direct plan - growth,INF205KA1AI8,
153303,mahindra manulife value fund - direct plan - growth,INF174V01CI9,
153309,bajaj finserv multi cap fund - direct - growth,INF0QA701AV7,
153313,kotak crisil - ibx aaa bond financial services index dec 2026 fund - direct - growth,INF174KA1UX2,
153326,helios mid cap fund - direct plan - growth option,INF0R8701327,
153355,whiteoak capital equity savings fund direct plan growth,INF03VN01AB7,
153364,motilal oswal active momentum fund- direct-growth,INF247L01EP5,
153376,unifi dynamic asset allocation fund - direct growth,INF1MIY01015,
153389,bandhan crisil-ibx 10:90 gilt plus sdl index - dec 2029 fund-direct plan-growth,INF194KB1JL5,
153426,quant arbitrage fund - growth option - direct plan,INF966L01DW8,
153447,kotak energy opportunities fund-direct-growth,INF174KA1VX0,
153458,icici prudential quality fund - direct plan - growth,INF109K1A187,
153465,canara robeco multi asset allocation fund - direct plan - growth,INF760K01LH1,
153477,groww gilt fund - direct - growth,INF666M01KK2,
153484,motilal oswal infrastructure fund-direct-growth,INF247L01EW1,
153515,uti multi cap fund - direct plan - growth option,INF789F1AB89,
153534,samco large & mid cap fund - direct plan - growth option,INF0K1H01271,
153543,unifi flexi cap fund - direct growth,INF1MIY01031,
153558,motilal oswal services fund - direct plan - growth,INF247L01FE6,
153604,baroda bnp paribas health and wellness fund direct growth,INF251K01VA5,
153612,bajaj finserv small cap fund - direct - growth,INF0QA701BN2,
153620,hdfc innovation fund - direct plan - growth option,INF179KC1JO7,
153624,axis services opportunities fund - direct plan - growth option,INF846KA1168,
153629,jm large & mid cap fund (direct) - growth option,INF192K01NK7,
153644,trustmf multi cap fund -direct plan-growth,INF0GCD01834,
153669,sundaram multi-factor fund - direct - growth,INF903JA1LV6,
153674,mahindra manulife banking & financial services fund - direct - growth,INF174V01CO7,
153684,icici prudential active momentum fund - direct plan - growth,INF109K1A385,
153693,nippon india mnc fund- direct plan- growth option,INF204KC1FR7,
153705,quant equity savings fund - growth option - direct plan,INF966L01EC8,
153722,bandhan multi-factor fund - direct plan - growth,INF194KB1JX0,
153728,bank of india mid cap fund - direct plan growth,INF761K01GY4,
153731,franklin india multi asset allocation fund- direct-growth,INF090I01YH0,
153738,capitalmind flexi cap fund direct growth,INF226401018,
